ダウンロードした時刻：2023/11/07 10:30:43

,標茶,標茶,標茶,標茶,標茶,標茶,標茶,標茶,標茶
2020/1/3 15:00:00,0.0,8,1,,0,1,0,8,1
2020/1/3 16:00:00,0.0,8,1,,0,1,0,8,1
2020/1/3 17:00:00,0.0,8,1,,0,1,0,8,1
2020/1/3 18:00:00,0.0,8,1,,0,1,0,8,1
2020/1/3 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/3 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/3 21:00:00,0.0,8,1,,0,1,0,8,1
2020/1/3 22:00:00,0.0,8,1,,0,1,0,8,1
2020/1/3 23:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 00:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 1:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 2:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 3:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 4:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 5:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 6:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 7:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 8:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 9:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 10:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 11:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 12:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 13:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 14:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 15:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 16:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 17:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 18:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 21:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 22:00:00,0.0,8,1,,0,1,0,8,1
2020/1/4 23:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 00:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 1:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 2:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 3:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 4:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 5:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 6:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 7:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 8:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 9:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 10:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 11:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 12:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 13:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 14:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 15:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 16:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 17:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 18:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 21:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 22:00:00,0.0,8,1,,0,1,0,8,1
2020/1/5 23:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 00:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 1:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 2:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 3:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 4:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 5:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 6:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 7:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 8:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 9:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 10:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 11:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 12:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 13:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 14:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 15:00:00,0.0,8,1,,0,1,1,8,1
2020/1/6 16:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 17:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 18:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 21:00:00,0.0,8,1,,0,1,0,8,1
2020/1/6 22:00:00,0.0,8,1,,0,1,3,8,1
2020/1/6 23:00:00,0.0,8,1,,0,1,3,8,1
2020/1/7 00:00:00,0.0,8,1,,0,1,3,8,1
2020/1/7 1:00:00,0.0,8,1,,0,1,2,8,1
2020/1/7 2:00:00,0.0,8,1,,0,1,3,8,1
2020/1/7 3:00:00,0.0,8,1,,0,1,2,8,1
2020/1/7 4:00:00,0.0,8,1,,0,1,4,8,1
2020/1/7 5:00:00,0.0,8,1,,0,1,3,8,1
2020/1/7 6:00:00,0.0,8,1,,0,1,4,8,1
2020/1/7 7:00:00,0.0,8,1,,0,1,4,8,1
2020/1/7 8:00:00,0.0,8,1,,0,1,4,8,1
2020/1/7 9:00:00,0.0,8,1,,0,1,4,8,1
2020/1/7 10:00:00,0.0,8,1,,0,1,3,8,1
2020/1/7 11:00:00,0.0,8,1,,0,1,3,8,1
2020/1/7 12:00:00,0.0,8,1,,0,1,1,8,1
2020/1/7 13:00:00,0.0,8,1,,0,1,0,8,1
2020/1/7 14:00:00,0.0,8,1,,0,1,2,8,1
2020/1/7 15:00:00,0.0,8,1,,0,1,2,8,1
2020/1/7 16:00:00,0.0,8,1,,0,1,2,8,1
2020/1/7 17:00:00,0.0,8,1,,0,1,2,8,1
2020/1/7 18:00:00,0.0,8,1,,0,1,1,8,1
2020/1/7 19:00:00,0.0,8,1,,0,1,1,8,1
2020/1/7 20:00:00,0.0,8,1,,0,1,2,8,1
2020/1/7 21:00:00,0.0,8,1,,0,1,2,8,1
2020/1/7 22:00:00,0.0,8,1,,0,1,2,8,1
2020/1/7 23:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 00:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 1:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 2:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 3:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 4:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 5:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 6:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 7:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 8:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 9:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 10:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 11:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 12:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 13:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 14:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 15:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 16:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 17:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 18:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 19:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 20:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 21:00:00,0.0,8,1,,0,1,2,8,1
2020/1/8 22:00:00,0.0,8,1,,0,1,3,8,1
2020/1/8 23:00:00,0.0,8,1,,0,1,3,8,1
2020/1/9 00:00:00,0.0,8,1,,0,1,3,8,1
2020/1/9 1:00:00,0.0,8,1,,0,1,3,8,1
2020/1/9 2:00:00,0.0,8,1,,0,1,3,8,1
2020/1/9 3:00:00,0.0,8,1,,0,1,3,8,1
2020/1/9 4:00:00,0.0,8,1,,0,1,3,8,1
2020/1/9 5:00:00,0.0,8,1,,0,1,3,8,1
2020/1/9 6:00:00,0.0,8,1,,0,1,3,8,1
2020/1/9 7:00:00,0.0,8,1,,0,1,2,8,1
2020/1/9 8:00:00,0.0,8,1,,0,1,2,8,1
2020/1/9 9:00:00,0.0,8,1,,0,1,2,8,1
2020/1/9 10:00:00,0.0,8,1,,0,1,2,8,1
2020/1/9 11:00:00,0.0,8,1,,0,1,2,8,1
2020/1/9 12:00:00,0.0,8,1,,0,1,2,8,1
2020/1/9 13:00:00,0.0,8,1,,0,1,0,8,1
2020/1/9 14:00:00,0.0,8,1,,0,1,0,8,1
2020/1/9 15:00:00,0.0,8,1,,0,1,0,8,1
2020/1/9 16:00:00,0.0,8,1,,0,1,0,8,1
2020/1/9 17:00:00,0.0,8,1,,0,1,0,8,1
2020/1/9 18:00:00,0.0,8,1,,0,1,0,8,1
2020/1/9 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/9 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/9 21:00:00,0.0,8,1,,0,1,0,8,1
2020/1/9 22:00:00,0.0,8,1,,0,1,0,8,1
2020/1/9 23:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 00:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 1:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 2:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 3:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 4:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 5:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 6:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 7:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 8:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 9:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 10:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 11:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 12:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 13:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 14:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 15:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 16:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 17:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 18:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 21:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 22:00:00,0.0,8,1,,0,1,0,8,1
2020/1/10 23:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 00:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 1:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 2:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 3:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 4:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 5:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 6:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 7:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 8:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 9:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 10:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 11:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 12:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 13:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 14:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 15:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 16:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 17:00:00,0.5,8,1,,0,1,0,8,1
2020/1/11 18:00:00,1.0,8,1,,0,1,0,8,1
2020/1/11 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 21:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 22:00:00,0.0,8,1,,0,1,0,8,1
2020/1/11 23:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 00:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 1:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 2:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 3:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 4:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 5:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 6:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 7:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 8:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 9:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 10:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 11:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 12:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 13:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 14:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 15:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 16:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 17:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 18:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 21:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 22:00:00,0.0,8,1,,0,1,0,8,1
2020/1/12 23:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 00:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 1:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 2:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 3:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 4:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 5:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 6:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 7:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 8:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 9:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 10:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 11:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 12:00:00,0.0,8,1,,0,1,0,8,1
2020/1/13 13:00:00,0.0,8,1,,0,1,2,8,1
2020/1/13 14:00:00,0.0,8,1,,0,1,3,8,1
2020/1/13 15:00:00,0.0,8,1,,0,1,3,8,1
2020/1/13 16:00:00,0.0,8,1,,0,1,3,8,1
2020/1/13 17:00:00,0.0,8,1,,0,1,3,8,1
2020/1/13 18:00:00,0.0,8,1,,0,1,3,8,1
2020/1/13 19:00:00,0.0,8,1,,0,1,3,8,1
2020/1/13 20:00:00,0.0,8,1,,0,1,3,8,1
2020/1/13 21:00:00,0.0,8,1,,0,1,3,8,1
2020/1/13 22:00:00,0.0,8,1,,0,1,3,8,1
2020/1/13 23:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 00:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 1:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 2:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 3:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 4:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 5:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 6:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 7:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 8:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 9:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 10:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 11:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 12:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 13:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 14:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 15:00:00,0.0,8,1,,0,1,3,8,1
2020/1/14 16:00:00,0.0,8,1,,0,1,2,8,1
2020/1/14 17:00:00,0.0,8,1,,0,1,2,8,1
2020/1/14 18:00:00,0.0,8,1,,0,1,2,8,1
2020/1/14 19:00:00,0.0,8,1,,0,1,2,8,1
2020/1/14 20:00:00,0.0,8,1,,0,1,2,8,1
2020/1/14 21:00:00,0.0,8,1,,0,1,2,8,1
2020/1/14 22:00:00,0.0,8,1,,0,1,2,8,1
2020/1/14 23:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 00:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 1:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 2:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 3:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 4:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 5:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 6:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 7:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 8:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 9:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 10:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 11:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 12:00:00,0.0,8,1,,0,1,3,8,1
2020/1/15 13:00:00,0.0,8,1,,0,1,3,8,1
2020/1/15 14:00:00,0.0,8,1,,0,1,3,8,1
2020/1/15 15:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 16:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 17:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 18:00:00,0.0,8,1,,0,1,2,8,1
2020/1/15 19:00:00,0.0,8,1,,0,1,3,8,1
2020/1/15 20:00:00,0.0,8,1,,0,1,3,8,1
2020/1/15 21:00:00,0.0,8,1,,0,1,3,8,1
2020/1/15 22:00:00,0.0,8,1,,0,1,3,8,1
2020/1/15 23:00:00,0.0,8,1,,0,1,2,8,1
2020/1/16 00:00:00,0.0,8,1,,0,1,2,8,1
2020/1/16 1:00:00,0.0,8,1,,0,1,2,8,1
2020/1/16 2:00:00,0.0,8,1,,0,1,2,8,1
2020/1/16 3:00:00,0.0,8,1,,0,1,2,8,1
2020/1/16 4:00:00,0.0,8,1,,0,1,3,8,1
2020/1/16 5:00:00,0.0,8,1,,0,1,3,8,1
2020/1/16 6:00:00,0.0,8,1,,0,1,2,8,1
2020/1/16 7:00:00,0.0,8,1,,0,1,2,8,1
2020/1/16 8:00:00,0.0,8,1,,0,1,2,8,1
2020/1/16 9:00:00,0.0,8,1,,0,1,3,8,1
2020/1/16 10:00:00,0.0,8,1,,0,1,2,8,1
2020/1/16 11:00:00,0.0,8,1,,0,1,2,8,1
2020/1/16 12:00:00,0.0,8,1,,0,1,1,8,1
2020/1/16 13:00:00,0.0,8,1,,0,1,1,8,1
2020/1/16 14:00:00,0.0,8,1,,0,1,0,8,1
2020/1/16 15:00:00,0.0,8,1,,0,1,1,8,1
2020/1/16 16:00:00,0.0,8,1,,0,1,1,8,1
2020/1/16 17:00:00,0.0,8,1,,0,1,1,8,1
2020/1/16 18:00:00,0.0,8,1,,0,1,0,8,1
2020/1/16 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/16 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/16 21:00:00,0.0,8,1,,0,1,1,8,1
2020/1/16 22:00:00,0.0,8,1,,0,1,0,8,1
2020/1/16 23:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 00:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 1:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 2:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 3:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 4:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 5:00:00,0.0,8,1,,0,1,1,8,1
2020/1/17 6:00:00,0.0,8,1,,0,1,1,8,1
2020/1/17 7:00:00,0.0,8,1,,0,1,1,8,1
2020/1/17 8:00:00,0.0,8,1,,0,1,1,8,1
2020/1/17 9:00:00,0.0,8,1,,0,1,1,8,1
2020/1/17 10:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 11:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 12:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 13:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 14:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 15:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 16:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 17:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 18:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 21:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 22:00:00,0.0,8,1,,0,1,0,8,1
2020/1/17 23:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 00:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 1:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 2:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 3:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 4:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 5:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 6:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 7:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 8:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 9:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 10:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 11:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 12:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 13:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 14:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 15:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 16:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 17:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 18:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 19:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 20:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 21:00:00,0.0,8,1,,0,1,0,8,1
2020/1/18 22:00:00,0.0,8,1,,0,1,0,8,1
