,id,time,place,cityname,reporter,weather_text,title,comment,city,photo,photo_url,lat,lon,category,_score
22,47974104,2019-10-27T16:18:17+09:00,北海道 北見市,北見市,ひーすけ,"影うっ
すら",夕焼けのススキ。,夕焼けのススキ。,,47974/47974104.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47974104.jpg,44.10793,144.00302,2000,0.0
23,47973882,2019-10-27T16:06:16+09:00,愛知県 新城市,新城市,みのむしあいち,"影はっ
きり",ススキと、山あいに...,"ススキと、山あいに沈む夕陽。
この時間、良く晴れて来ました。
日差しがあるうちは暖かいですが、この後の体感差にお気を付けてお過ごし下さい(^O^)",,47973/47973882.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47973882.jpg,34.96664,137.41756,1000,0.0
24,47973177,2019-10-27T15:20:31+09:00,京都府 亀岡市篠町,亀岡市,ローズフラワー,"影うっ
すら",ススキが 沢山です...,ススキが 沢山です      風に靡いてる       ちょっと寒い,,47973/47973177.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47973177.jpg,35.01106,135.60707,1000,0.0
25,47973141,2019-10-27T15:16:49+09:00,山口県 防府市,防府市,gol4,"影はっ
きり",ちょっと風が冷たく...,"ちょっと風が冷たく感じる季節
ススキもだいぶでできた。",,47973/47973141.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47973141.jpg,34.03825,131.621,1534,0.0
26,47972203,2019-10-27T13:57:04+09:00,徳島県 美馬市,美馬市,せんてる🐥,"影はっ
きり",ススキの穂がたくさ...,ススキの穂がたくさんです。,,47972/47972203.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47972203.jpg,34.09963,134.08205,2000,0.0
27,47972159,2019-10-27T13:54:03+09:00,新潟県 長岡市,長岡市,アクア,影なし,ふわわとススキ🌾...,"ふわわとススキ🌾
秋ですね〜♪😌",,47972/47972159.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47972159.jpg,37.43126,138.75374,3000,0.0
28,47972028,2019-10-27T13:41:45+09:00,愛知県 長久手市,長久手市,キジトラミナ,"影はっ
きり",赤い穂のススキ、ス...,赤い穂のススキ、ススキも色々あるのかな？,,47972/47972028.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47972028.jpg,35.18643,137.02502,2000,0.0
29,47971677,2019-10-27T13:08:25+09:00,奈良県 宇陀郡曽爾村,宇陀郡曽爾村,KENKEN,"影はっ
きり",見渡す限り一面のス...,見渡す限り一面のススキが広がっています。,,47971/47971677.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47971677.jpg,34.52376,136.14005,1000,0.0
30,47971510,2019-10-27T12:54:30+09:00,奈良県 宇陀郡曽爾村,宇陀郡曽爾村,KENKEN,"影はっ
きり",お亀池周辺もススキ...,お亀池周辺もススキが生い茂って秋の雰囲気を出しています。,,47971/47971510.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47971510.jpg,34.52376,136.14005,1000,0.0
31,47970693,2019-10-27T11:40:12+09:00,奈良県 宇陀郡曽爾村,宇陀郡曽爾村,KENKEN,影なし,こんにちは。ススキ...,こんにちは。ススキの名所　曽爾高原に着きました。山の緑がすごいですね。,,47970/47970693.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47970693.jpg,34.52376,136.14005,1000,0.0
32,47969197,2019-10-27T09:19:40+09:00,静岡県 牧之原市,牧之原市,sunachan⋆°｡✩🦉,影なし,おはようございます...,"おはようございます
 
撮影は20日
曽爾高原のススキ野原の
遊歩道をテクテク歩いてると
  
ふッと  下を見たら
センブリたちの笑顔
ニコニコでしたよ💝
  
花びらが  ボルドーのライン(笑)   オシャレですね",,47969/47969197.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-27/47969197.jpg,34.77552,138.21928,2000,0.0
33,47964678,2019-10-26T17:14:57+09:00,愛知県 愛西市,愛西市,葱坊主,影なし,日中は、ずっと曇り...,"日中は、ずっと曇り空でした。
夕方近く空にあった羊雲や鱗雲は消えて、
夕日が見られましたが、
それも あっという間に日の入りに。
今は、涼し過ぎる秋風にススキが揺れます。",,47964/47964678.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-26/47964678.jpg,35.18979,136.74364,1514,0.0
34,47964572,2019-10-26T17:10:28+09:00,高知県 土佐市,土佐市,ふぁーまあ土佐,"影はっ
きり",今日の夕景✨🌄✨ ...,"今日の夕景✨🌄✨                      
                                                           
こんばんは。
午前中は曇り空で推移しまさしたが、午後には雲が撤退し爽やかな秋晴れになり、現在もｽｯｷﾘな夕空で夕陽は眩しく輝き周りとｽｽｷの穂を秋色に染め穏やかにお帰りになりました。
 
明日は早朝から元気に出て来てくれるかな…？
 
昼間は暑い位になってましたが、この時間は涼しくなって来ましたよ。
明朝は肌寒い位になるかも。
 
気温差で体調崩さない様に気を付けて諸々の対策は万全で佳き夜をお過ごし下さいね。
   
今日も1日お疲れ様でした。
    
",,47964/47964572.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-26/47964572.jpg,33.48188,133.43816,1514,0.0
35,47959555,2019-10-26T10:16:46+09:00,茨城県 ひたちなか市,ひたちなか市,ぽんぽんやま,"影はっ
きり",ひたち海浜公園みは...,"ひたち海浜公園みはらしの丘からコキアちゃん、ススキくん、背景に観覧車氏。
人、どんどん増えてくるよ！",,47959/47959555.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-26/47959555.jpg,36.40718,140.5862,2000,0.0
36,47944754,2019-10-25T01:06:10+09:00,滋賀県 湖南市,湖南市,sunachan⋆°｡✩🦉,ポツポツ,黄金色のススキ ...,"黄金色のススキ
  
ちょいと  豪華に･･･
  
おやすみなさい✯*･☪.｡
  
20日  曽爾高原にて",,47944/47944754.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-25/47944754.jpg,35.00863,136.12103,2000,0.0
37,47943927,2019-10-24T19:44:02+09:00,滋賀県 湖南市,湖南市,sunachan⋆°｡✩🦉,パラパラ,ススキと雫ちゃん...,"ススキと雫ちゃん
  
3回目かなぁ･･････？
  
前日の雨で雫ちゃん
付き放題でしたよ💝
  
ススキと雫ちゃん
  
いい関係ですね( ◜◡‾)⋆°｡✩
  
撮影は20日
  
奈良県曽爾高原にて",,47943/47943927.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-24/47943927.jpg,35.00863,136.12103,2000,0.0
38,47942723,2019-10-24T15:58:58+09:00,長野県 北安曇郡白馬村,北安曇郡白馬村,みいや,影なし,西の空が　だいぶ暗...,"西の空が　だいぶ暗くなってきました
雨は　まだです　風は　それほど強くなく　木々の小枝や
ススキが　揺れる程度です",,47942/47942723.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-24/47942723.jpg,36.69804,137.86201,1519,0.0
39,47942502,2019-10-24T15:29:39+09:00,茨城県 ひたちなか市,ひたちなか市,ぽんちょ,,コキアとコスモスと...,"コキアとコスモスとススキと太平洋です。
紅葉は見頃ですが、台風の影響か傾いている個体を多く見つけます。",,47942/47942502.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-24/47942502.jpg,36.40718,140.5862,2300,0.0
40,47942481,2019-10-24T15:26:20+09:00,茨城県 ひたちなか市,ひたちなか市,ぽんちょ,影なし,秋と言えばコキアと...,"秋と言えばコキアとススキとコスモスです。
秋らしい空が広がっていて、雨はまだ降っていませんが、風がやや強いです。",,47942/47942481.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-24/47942481.jpg,36.40718,140.5862,1519,0.0
41,47942126,2019-10-24T14:30:57+09:00,東京都 江戸川区善養寺,江戸川区,小岩の加とちゃ,影なし,鐘楼とススキ,"こんにちは󾌰󾮕
善養寺の菊花展に行ってきましたが開花は三部位でした󾌱
󾓯お寺の鐘楼とススキのが綺麗なのでパチリしました󾌳
先程雨雲メールが来ました󾌱
グレーの雲が厚くなって来てます󾌱
今日も皆様に良いことが有りますように󾌳
またね󾌰󾮕",,47942/47942126.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-24/47942126.jpg,35.71804,139.88902,2000,0.0
42,47941205,2019-10-24T12:24:44+09:00,滋賀県 東近江市,東近江市,ＹＵ〜🤓,影なし,曽爾高原 スス...,"曽爾高原
 
ススキ🌾の奥に
 
登山道を上がって行く人が
 
小さく見えています🤗",,47941/47941205.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-24/47941205.jpg,35.10075,136.20728,2000,0.0
43,47941125,2019-10-24T12:15:44+09:00,長野県 松本市,松本市,青,影なし,ススキ×はやぶさ君...,"ススキ×はやぶさ君
鼻ペロリ、可愛いです。
癒されます。",,47941/47941125.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-24/47941125.jpg,36.26045,137.93031,3000,0.0
44,47939086,2019-10-24T08:02:39+09:00,千葉県 東金市,東金市,ローラン13,"影うっ
すら",けさは雲が多い朝で...,けさは雲が多い朝です、ススキがようやく似合う季節に。,,47939/47939086.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-24/47939086.jpg,35.56,140.36349,2000,0.0
45,47936061,2019-10-24T00:38:21+09:00,神奈川県 海老名市,海老名市,-,"星みえ
ない",秋のススキ空　10...,"秋のススキ空　10/23,14:35",,47936/47936061.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-24/47936061.jpg,35.41301,139.37102,1000,0.0
46,47935689,2019-10-23T20:08:00+09:00,滋賀県 湖南市,湖南市,sunachan⋆°｡✩🦉,"星みえ
ない",朝露のキラキラ雫...,"朝露のキラキラ
雫ちゃん
  
輝きまで可愛い😆
  
まあるい宝石💎
  
ススキもゴージャスですね
  
20日の撮影
  
奈良県曽爾高原にて
  
ススキ野原✯*･☪.｡",,47935/47935689.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-23/47935689.jpg,35.00863,136.12103,2000,0.0
47,47933895,2019-10-23T14:45:46+09:00,京都府 京都市左京区,京都市左京区,向日葵,影なし,今朝 通院路で見掛...,"今朝 通院路で見掛けました。
青空にススキ♪",,47933/47933895.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-23/47933895.jpg,35.01958,135.77951,2000,0.0
48,47932357,2019-10-23T12:28:12+09:00,長野県 松本市,松本市,青,"影はっ
きり",ススキ×青空×はや...,"ススキ×青空×はやぶさ君
秋晴れ、穏やかです。
佳い午後を。",,47932/47932357.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-23/47932357.jpg,36.26045,137.93031,3000,0.0
49,47931916,2019-10-23T12:03:28+09:00,和歌山県 海南市,海南市,ｺﾛ｡,"影はっ
きり",アキノキリンソウと...,"アキノキリンソウとススキ…
今日は 気温高めで暑く感じます💦",,47931/47931916.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-23/47931916.jpg,34.15547,135.24049,1000,0.0
50,47931346,2019-10-23T11:15:13+09:00,神奈川県 秦野市,秦野市,秦野の元気おばさん,"影はっ
きり",10/23.雲の写...,10/23.雲の写真を撮っていたら、ススキさんが、太陽で輝いていたので,,47931/47931346.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-23/47931346.jpg,35.36689,139.23172,2000,0.0
51,47930463,2019-10-23T10:09:36+09:00,大阪府 大阪市東淀川区,大阪市東淀川区,はやぽん,"影はっ
きり",ススキもあと少し、...,ススキもあと少し、キンモクセイは、頑張っています。私も頑張ろう^_^,,47930/47930463.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-23/47930463.jpg,34.73802,135.535,2000,0.0
52,47925848,2019-10-23T06:29:52+09:00,静岡県 駿東郡長泉町,駿東郡長泉町,-にゃー達,"影はっ
きり",ススキもありとて...,"ススキもあり
とても寒く
秋らしくなってきました。
駿河湾です",,47925/47925848.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-23/47925848.jpg,35.16501,138.88263,2000,0.0
53,47924121,2019-10-22T22:12:30+09:00,奈良県 北葛城郡広陵町,北葛城郡広陵町,あき,,生憎の曇り空ですが...,"生憎の曇り空ですが
大好きな明日香村には秋の扉が全開です
(人´ з`*)♪
 
遠くにはオレンジがキレイな柿
田んぼには
金色の刈り取り直前な稲穂
光輝くススキに
赤く色づくコキア！
日替わりで忙しく景色が移ろいます
o(*ﾟ∀ﾟ*)o",,47924/47924121.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-22/47924121.jpg,34.54714,135.74471,2300,0.0
54,47923365,2019-10-22T17:53:01+09:00,大阪府 高槻市,高槻市,あめざあ,"影うっ
すら",写真は、夕陽さんが...,"写真は、夕陽さんが帰った後の西の空☆
今日は晴れていても雲が多い空でしたが、トワイライトタイムには素敵なソライロを見ることができました☆
 
風に揺れるススキとのコラボでどうぞ☆",,47923/47923365.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-22/47923365.jpg,34.82906,135.59969,1000,0.0
55,47923105,2019-10-22T17:25:30+09:00,福岡県 田川郡川崎町,田川郡川崎町,ゴンタ,影なし,雲が増えて夕焼けが...,"雲が増えて夕焼けが少なくなっています。
風はほとんどなく、ススキの穂がわずかに揺れている程度です。
午後から暖かかったせいか、気のせいかもですがちょっとだけ蒸し暑い体感があります。",,47923/47923105.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-22/47923105.jpg,33.62178,130.79897,1000,0.0
56,47922652,2019-10-22T16:54:49+09:00,愛知県 名古屋市緑区,名古屋市緑区,こぎっち,"影はっ
きり",夕方犬散歩🐕 ...,"夕方犬散歩🐕
 
   雲が覆ってた西の空…
   
少し歩いてたら
夕日がパーっと射してきました😄
    
  あまりに眩しいのでススキ越しに…
  金色に輝いて綺麗でした😆
                 16:35撮影📷
 
 この後 夕焼けが見られるかなぁ…？💓",,47922/47922652.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-22/47922652.jpg,35.09522,136.9919,1000,0.0
57,47921618,2019-10-22T15:21:36+09:00,神奈川県 横浜市栄区,横浜市栄区,TAKA-HIRO ✩彡,影なし,一瞬青空見えました...,"一瞬青空見えましたが、どんより曇り空に💦
　
お日様の変わりに背高泡立草を💠
　
昨日川辺に咲いてました❣️
　
ススキと共に(^-^)/
　
　
　　
　
　　  (⌒∨⌒)
　(⌒＼:::::::／⌒)
(＿＞::( ・∀・)::＜　こんにちわ～🎵
　(＿／U::U＼__）
　   （＿∧＿）
        　｜｜
　　　｜｜
✿√╲_✼√╲❀√╲_✼√╲✿√╲_✼√╲❀√ ╲_✼√╲✿√╲_✼√╲❀√╲_✼√╲✿√╲_ ✼√╲❀√╲_✼√╲✿√╲_✼√╲❀√╲_✼√ ╲✿√╲_✼√╲❀√╲_✼√╲✿√╲_✼√╲_ ❀√╲_✼√╲✿√╲_✼√╲❀√╲_✼√╲✿√
　
　
　
",,47921/47921618.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-22/47921618.jpg,35.36249,139.55933,2000,0.0
58,47919653,2019-10-22T12:30:24+09:00,山口県 山口市,山口市,-にゃうす,"影うっ
すら",ススキが🌾秋らしい...,ススキが🌾秋らしい。遠くで自転車🚴‍♂️でサイクリングしていますね,,47919/47919653.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-22/47919653.jpg,34.02893,131.35574,2000,0.0
59,47918830,2019-10-22T11:18:23+09:00,石川県 金沢市,金沢市,レモンムーン,影なし,暑くもなく、寒くも...,"暑くもなく、寒くもないちょうどよい体感なので、サイクリングしています。
ススキなど秋の花や草がたくさん咲いていました。",,47918/47918830.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-22/47918830.jpg,36.60457,136.66193,2000,0.0
60,47915667,2019-10-22T07:29:39+09:00,滋賀県 湖南市,湖南市,sunachan⋆°｡✩🦉,影なし,おはようございます...,"おはようございます･･･
 
またまた曽爾高原(そに)
  
ススキ野原の遊歩道が
  
あまりにも素敵😍で
  
歩いてても上の雲見たり
  
足もと見たらセンブリのお花が咲いてたり~~~
  
とても楽しい山歩き💝
  
まだまだ、これから見頃ですよ👏🏻’’👏🏻’’
  
くれぐれも雨にはお気をつけてくださいね⋆°｡✩",,47915/47915667.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-22/47915667.jpg,35.00863,136.12103,2000,0.0
61,47913969,2019-10-22T02:59:36+09:00,滋賀県 湖南市,湖南市,sunachan⋆°｡✩🦉,ポツポツ,土曜に行った ...,"土曜に行った
 
奈良県曽爾高原･･････
  
ススキ野原がおひさまのひかりで 煌びやかに
  
素敵なお色でしたよ💝
",,47913/47913969.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-22/47913969.jpg,35.00863,136.12103,2000,0.0
62,47913454,2019-10-21T21:13:27+09:00,滋賀県 東近江市,東近江市,ＹＵ〜🤓,ザーザー,曽爾高原の散策路...,"曽爾高原の散策路
 
ススキ🌾がたくさん
 
いい感じでありました🤗
 
撮影  昨日の奈良県
           宇陀郡曽爾村にて",,47913/47913454.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-21/47913454.jpg,35.10075,136.20728,2000,0.0
63,47913453,2019-10-21T21:13:16+09:00,神奈川県 海老名市,海老名市,神奈川県海老名市の空,"星みえ
ない",朝┅秋のススキがス...,"朝┅秋のススキがステキになびいてる～～//
10/21",,47913/47913453.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-21/47913453.jpg,35.41301,139.37102,1000,0.0
64,47912927,2019-10-21T18:02:49+09:00,滋賀県 湖南市,湖南市,sunachan⋆°｡✩🦉,パラパラ,下山の時に  見え...,"下山の時に  見えた
  
ススキのもふもふ絨毯。
  
白いのが暖かそう💝
  
お日様が当たると
  
キラキラ輝く✨ススキに
  
変身.*･ﾟ　.ﾟ･*.👏🏻’’👏🏻’’
  
明日はまたまた･･･台風
  
雨にはお気をつけてお過ごしくださいね(❁ᴗ͈ˬᴗ͈)
  
昨日、奈良県、曽爾高原にて",,47912/47912927.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-21/47912927.jpg,35.00863,136.12103,2000,0.0
65,47911679,2019-10-21T15:00:32+09:00,愛媛県 新居浜市,新居浜市,しおかぜ,影なし,ススキにカマキリ...,"ススキにカマキリ
(^-^)/☁️",,47911/47911679.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-21/47911679.jpg,33.94784,133.28673,2000,0.0
66,47910954,2019-10-21T13:15:59+09:00,東京都 小平市,小平市,タンタン,影なし,ススキの花イネ科...,"ススキの花
イネ科なのでこんなお花が咲きます。
　
撮影 2019 10/21 11:58
小川用水沿いにて",,47910/47910954.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-21/47910954.jpg,35.72994,139.43211,2000,0.0
67,47909636,2019-10-21T10:32:11+09:00,神奈川県 横浜市金沢区,横浜市金沢区,グリーンパンプキン,影なし,最近よく見かけるセ...,"最近よく見かけるセイタカアワダチソウ。
ブタクサによく間違えられますが、こちらの花粉は飛散しないので、鼻がムズムズするのは後ろのススキかもしれませんね。",,47909/47909636.jpg,https://smtgvs.cdn.weathernews.jp/smart/report/image/2019-10-21/47909636.jpg,35.3503,139.61922,2000,0.0
